,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
4919,B6,MCO,165,7,2022-03-01 14:00:00,995,52,16,2022-03-01 11:15:00,13.8,71,16,804,late,11,-15.0,-17.3,-13.6,0,0,1,0,1,0.46875,0
4920,OO,ORD,109,-22,2022-03-01 15:29:00,994,50,16,2022-03-01 13:40:00,0.3,49,16,804,early,13,-6.1,-3.3,-3.8999999999999995,0,0,0,0,0,0.5694444444444444,0
4921,YX,ORD,116,-22,2022-03-01 16:41:00,994,51,16,2022-03-01 14:45:00,1.1,48,16,803,early,14,-7.799999999999999,-3.5,-4.6,1,0,0,0,0,0.6145833333333334,0
4922,OO,ORD,110,-5,2022-03-01 20:20:00,997,81,11,2022-03-01 18:30:00,-1.6,64,16,802,ontime,18,-2.0,2.0,-1.2999999999999998,-302,0,0,0,0,0.7708333333333334,0
4923,UA,ORD,109,-8,2022-03-01 20:59:00,998,81,8,2022-03-01 19:10:00,-1.6,69,16,803,early,19,-1.6,0.9000000000000001,-1.2999999999999998,-203,0,0,0,0,0.7986111111111112,0
4924,B6,JFK,77,-5,2022-03-02 10:41:00,1002,71,11,2022-03-02 09:24:00,-4.0,45,16,802,ontime,9,-8.3,-1.4000000000000004,-7.8999999999999995,2,0,1,1,0,0.39166666666666666,1
4925,9E,JFK,75,-14,2022-03-02 13:45:00,1000,47,16,2022-03-02 12:30:00,-4.3,38,16,802,early,12,-6.4,-3.6000000000000005,-7.1000000000000005,1,1,0,1,0,0.5208333333333334,0
4926,B6,MCO,165,2,2022-03-02 14:00:00,1000,45,16,2022-03-02 11:15:00,10.3,43,16,801,ontime,11,-23.400000000000002,-18.8,-21.400000000000002,2,0,1,0,1,0.46875,0
4927,OO,ORD,109,-19,2022-03-02 15:29:00,999,45,16,2022-03-02 13:40:00,2.2,52,16,804,early,13,-12.399999999999999,-9.9,-8.7,-1,0,0,0,0,0.5694444444444444,0
4928,YX,ORD,116,-16,2022-03-02 16:41:00,998,45,16,2022-03-02 14:45:00,2.1,48,16,804,early,14,-12.8,-9.7,-9.600000000000001,0,0,0,0,0,0.6145833333333334,0
4929,F9,MCO,165,14,2022-03-02 19:47:00,997,55,16,2022-03-02 17:02:00,9.1,33,16,802,late,17,-27.099999999999998,-15.0,-24.5,2,0,0,0,1,0.7097222222222223,0
4930,UA,ORD,109,-7,2022-03-02 20:59:00,997,71,2,2022-03-02 19:10:00,1.2,66,16,804,early,19,-7.6,-5.2,-6.5,-204,0,0,0,0,0.7986111111111112,0
4931,F9,MCO,167,-6,2022-03-03 10:02:00,1007,56,16,2022-03-03 07:15:00,13.5,90,16,802,early,7,-28.1,-26.5,-20.7,2,0,0,0,1,0.3020833333333333,1
4932,B6,JFK,77,76,2022-03-03 10:41:00,1007,62,8,2022-03-03 09:24:00,-7.2,37,16,803,late,9,-14.6,-4.2,-11.7,1,0,1,1,0,0.39166666666666666,1
4933,9E,JFK,75,-16,2022-03-03 13:45:00,1008,49,15,2022-03-03 12:30:00,-9.8,31,16,803,early,12,-14.3,-3.799999999999999,-10.5,1,1,0,1,0,0.5208333333333334,0
4934,B6,MCO,165,45,2022-03-03 14:00:00,1008,49,14,2022-03-03 11:15:00,10.5,38,16,803,late,11,-37.6,-24.0,-30.299999999999997,1,0,1,0,1,0.46875,0
4935,OO,ORD,107,-7,2022-03-03 15:27:00,1010,44,16,2022-03-03 13:40:00,-9.4,49,16,804,early,13,-7.199999999999999,-5.699999999999999,-4.7,0,0,0,0,0,0.5694444444444444,0
4936,YX,ORD,116,-26,2022-03-03 16:41:00,1010,44,16,2022-03-03 14:45:00,-9.1,48,16,804,early,14,-8.5,-6.1,-5.3999999999999995,0,0,0,0,0,0.6145833333333334,0
4937,UA,ORD,109,35,2022-03-03 20:59:00,1014,56,16,2022-03-03 19:10:00,-10.4,50,16,804,late,19,-7.7,-4.6,-6.5,-2,0,0,0,0,0.7986111111111112,0
4938,B6,JFK,77,-1,2022-03-04 10:41:00,1016,52,16,2022-03-04 09:24:00,-15.2,39,16,802,ontime,9,-6.8,3.299999999999999,-0.20000000000000018,2,0,1,1,0,0.39166666666666666,1
4939,9E,JFK,75,-14,2022-03-04 13:45:00,1015,46,16,2022-03-04 12:30:00,-12.3,41,16,802,early,12,-1.3999999999999995,0.40000000000000036,-1.1,2,1,0,1,0,0.5208333333333334,0
4940,B6,MCO,165,15,2022-03-04 14:00:00,1015,46,16,2022-03-04 11:15:00,7.2,27,16,802,late,11,-34.0,-19.0,-29.599999999999998,2,0,1,0,1,0.46875,0
4941,OO,ORD,107,-2,2022-03-04 15:27:00,1014,44,16,2022-03-04 13:40:00,-9.0,37,16,804,ontime,13,-7.0,-2.8000000000000007,-5.5,-1,0,0,0,0,0.5694444444444444,0
4942,OO,ORD,113,2,2022-03-04 16:42:00,1014,43,16,2022-03-04 14:49:00,-7.5,40,16,804,ontime,14,-6.6,-4.199999999999999,-5.7,-2,0,0,0,0,0.6173611111111111,0
4943,F9,MCO,165,25,2022-03-04 19:47:00,1014,48,16,2022-03-04 17:02:00,7.6,28,16,800,late,17,-32.199999999999996,-19.9,-30.7,2,0,0,0,1,0.7097222222222223,0
4944,UA,ORD,109,-26,2022-03-04 20:58:00,1014,52,16,2022-03-04 19:09:00,-4.9,57,16,804,early,19,-6.199999999999999,-7.4,-6.699999999999999,-2,0,0,0,0,0.7979166666666667,0
4945,B6,JFK,77,-9,2022-03-05 10:41:00,1015,54,16,2022-03-05 09:24:00,-8.3,43,16,804,early,9,-3.1999999999999997,0.10000000000000142,-3.0,0,0,1,1,0,0.39166666666666666,1
4946,9E,JFK,75,-19,2022-03-05 13:45:00,1011,44,16,2022-03-05 12:30:00,-7.4,39,16,804,early,12,-2.3,0.5,-1.1000000000000005,0,1,0,1,0,0.5208333333333334,0
4947,B6,MCO,165,194,2022-03-05 14:00:00,1011,44,16,2022-03-05 11:15:00,14.7,47,16,803,late,11,-26.7,-21.5,-22.6,1,0,1,0,1,0.46875,0
4948,WN,MCO,165,-14,2022-03-05 14:45:00,1010,40,16,2022-03-05 12:00:00,14.1,43,16,803,early,12,-25.7,-21.3,-22.5,1,0,0,0,1,0.5,0
4949,OO,ORD,107,-21,2022-03-05 15:27:00,1009,40,16,2022-03-05 13:40:00,8.2,50,16,804,early,13,-15.700000000000001,-15.1,-13.299999999999999,0,0,0,0,0,0.5694444444444444,0
4950,OO,ORD,113,-21,2022-03-05 16:42:00,1007,42,16,2022-03-05 14:49:00,9.9,52,16,804,early,14,-17.099999999999998,-16.2,-14.4,0,0,0,0,0,0.6173611111111111,0
4951,F9,MCO,166,0,2022-03-05 19:54:00,1004,52,16,2022-03-05 17:08:00,14.1,47,16,802,ontime,17,-25.7,-18.7,-21.9,2,0,0,0,1,0.7138888888888889,0
4952,UA,ORD,109,25,2022-03-05 20:58:00,1004,52,16,2022-03-05 19:09:00,10.5,59,16,804,late,19,-14.899999999999999,-14.5,-13.7,0,0,0,0,0,0.7979166666666667,0
4953,B6,JFK,81,-16,2022-03-06 10:45:00,992,52,16,2022-03-06 09:24:00,6.6,89,11,804,early,9,9.2,0.9000000000000004,9.2,-1,0,1,1,0,0.39166666666666666,1
4954,9E,JFK,75,-13,2022-03-06 13:45:00,989,32,16,2022-03-06 12:30:00,9.6,92,11,500,early,12,12.099999999999998,-3.5999999999999996,12.8,303,1,0,1,0,0.5208333333333334,0
4955,B6,MCO,167,-23,2022-03-06 13:58:00,989,30,16,2022-03-06 11:11:00,12.9,39,16,802,early,11,-4.699999999999999,-7.6000000000000005,-4.300000000000001,1,0,1,0,1,0.46597222222222223,0
4956,OO,ORD,107,-19,2022-03-06 15:27:00,989,32,16,2022-03-06 13:40:00,-3.5,61,16,804,early,13,24.700000000000003,9.2,20.099999999999998,-1,0,0,0,0,0.5694444444444444,0
4957,UA,ORD,109,31,2022-03-06 20:58:00,998,60,16,2022-03-06 19:09:00,-2.3,65,16,804,late,19,5.8,2.8,4.1,-2,0,0,0,0,0.7979166666666667,0
4958,B6,JFK,81,-22,2022-03-07 10:45:00,991,85,7,2022-03-07 09:24:00,9.4,76,16,804,early,9,-13.1,-8.4,-10.3,0,0,1,1,0,0.39166666666666666,1
4959,9E,JFK,71,-13,2022-03-07 13:41:00,985,86,13,2022-03-07 12:30:00,9.4,73,16,804,early,12,-13.5,-7.800000000000001,-10.399999999999999,-304,1,0,1,0,0.5208333333333334,0
4960,B6,MCO,167,-6,2022-03-07 13:58:00,985,85,16,2022-03-07 11:11:00,17.6,52,16,803,early,11,-28.099999999999998,-16.0,-24.5,-303,0,1,0,1,0.46597222222222223,0
4961,9E,JFK,80,7,2022-03-07 16:20:00,981,90,8,2022-03-07 15:00:00,8.7,77,16,803,late,15,-11.399999999999999,-5.8999999999999995,-8.399999999999999,1,1,0,1,0,0.625,0
4962,OO,ORD,113,-10,2022-03-07 16:42:00,980,91,12,2022-03-07 14:49:00,-3.4,69,16,804,early,14,7.199999999999999,6.1,2.3,-304,0,0,0,0,0.6173611111111111,0
4963,F9,MCO,166,-11,2022-03-07 19:54:00,989,92,16,2022-03-07 17:08:00,19.3,56,16,803,early,17,-33.9,-18.3,-26.8,1,0,0,0,1,0.7138888888888889,0
4964,UA,ORD,109,-4,2022-03-07 20:58:00,991,92,4,2022-03-07 19:09:00,-5.2,64,16,804,ontime,19,0.0,5.7,0.8999999999999999,0,0,0,0,0,0.7979166666666667,0
4965,B6,JFK,81,5,2022-03-08 10:45:00,1006,45,16,2022-03-08 09:24:00,-7.6,35,16,804,ontime,9,-6.0,-1.9000000000000004,-5.699999999999999,-1,0,1,1,0,0.39166666666666666,1
4966,9E,JFK,71,-10,2022-03-08 13:41:00,1006,42,16,2022-03-08 12:30:00,-8.7,30,16,804,early,12,-11.2,-1.3000000000000007,-6.3,0,1,0,1,0,0.5208333333333334,0
4967,B6,MCO,167,-19,2022-03-08 13:58:00,1006,43,16,2022-03-08 11:11:00,20.8,69,16,804,early,11,-32.3,-30.9,-25.9,0,0,1,0,1,0.46597222222222223,0
4968,MQ,ORD,108,2,2022-03-08 15:18:00,1006,45,16,2022-03-08 13:30:00,-6.0,55,16,802,ontime,13,-0.8999999999999999,-3.1999999999999993,-0.6000000000000001,2,0,0,0,0,0.5625,0
4969,9E,JFK,80,22,2022-03-08 16:20:00,1006,44,16,2022-03-08 15:00:00,-9.5,28,16,804,late,15,-10.1,0.40000000000000036,-6.0,0,1,0,1,0,0.625,0
4970,OO,ORD,113,-12,2022-03-08 16:42:00,1006,47,16,2022-03-08 14:49:00,-5.6,52,16,802,early,14,-1.9,-3.4000000000000004,-2.3,2,0,0,0,0,0.6173611111111111,0
4971,UA,ORD,109,-24,2022-03-08 20:58:00,1006,71,16,2022-03-08 19:09:00,-5.5,55,16,804,early,19,-4.1000000000000005,-1.7999999999999998,-5.4,-4,0,0,0,0,0.7979166666666667,0
4972,B6,JFK,81,-8,2022-03-09 10:45:00,999,65,16,2022-03-09 09:24:00,0.8,85,12,500,early,9,-1.5999999999999999,-5.8999999999999995,-2.3,304,0,1,1,0,0.39166666666666666,1
4973,9E,JFK,71,16,2022-03-09 13:41:00,998,95,1,2022-03-09 12:30:00,-0.1,95,5,610,late,12,0.7999999999999998,-0.6,-0.6,-10,1,0,1,0,0.5208333333333334,0
4974,B6,MCO,167,-24,2022-03-09 13:58:00,998,95,1,2022-03-09 11:11:00,21.3,70,16,804,early,11,-31.1,-22.0,-27.3,-204,0,1,0,1,0.46597222222222223,0
4975,MQ,ORD,108,-25,2022-03-09 15:18:00,997,95,1,2022-03-09 13:30:00,-5.3,50,16,802,early,13,-2.0,4.6,-4.2,-202,0,0,0,0,0.5625,0
4976,9E,JFK,80,7,2022-03-09 16:20:00,998,95,1,2022-03-09 15:00:00,0.2,92,8,611,late,15,3.1999999999999997,-0.8999999999999999,-1.3,-11,1,0,1,0,0.625,0
4977,OO,ORD,113,-20,2022-03-09 16:42:00,998,92,1,2022-03-09 14:49:00,-7.4,42,16,802,early,14,-1.3,6.300000000000001,-4.4,-202,0,0,0,0,0.6173611111111111,0
4978,F9,MCO,166,86,2022-03-09 19:54:00,1000,95,1,2022-03-09 17:08:00,21.6,87,16,500,late,17,-30.1,-24.5,-26.099999999999998,221,0,0,0,1,0.7138888888888889,0
4979,UA,ORD,109,-2,2022-03-09 20:58:00,1000,92,0,2022-03-09 19:09:00,-7.1,52,16,802,ontime,19,-3.7,3.8,-3.9000000000000004,-81,0,0,0,0,0.7979166666666667,0
4980,B6,JFK,81,26,2022-03-10 10:45:00,1007,73,15,2022-03-10 09:24:00,0.6,76,15,804,late,9,-3.2,-3.8000000000000003,-3.4,0,0,1,1,0,0.39166666666666666,1
4981,9E,JFK,71,-13,2022-03-10 13:41:00,1005,63,16,2022-03-10 12:30:00,-4.6,37,16,804,early,12,-7.6000000000000005,2.1999999999999997,-5.300000000000001,0,1,0,1,0,0.5208333333333334,0
4982,B6,MCO,167,11,2022-03-10 13:58:00,1005,62,16,2022-03-10 11:11:00,20.5,80,16,804,late,11,-22.599999999999998,-22.7,-19.700000000000003,0,0,1,0,1,0.46597222222222223,0
4983,OO,ORD,107,17,2022-03-10 15:27:00,1004,52,16,2022-03-10 13:40:00,-11.8,44,16,804,late,13,5.4,7.500000000000001,5.800000000000001,0,0,0,0,0,0.5694444444444444,0
4984,9E,JFK,80,-20,2022-03-10 16:20:00,1004,52,16,2022-03-10 15:00:00,0.9,65,16,804,early,15,-0.7999999999999998,-5.300000000000001,-2.5999999999999996,0,1,0,1,0,0.625,0
4985,OO,ORD,113,9,2022-03-10 16:42:00,1004,51,16,2022-03-10 14:49:00,-11.2,46,16,804,late,14,10.100000000000001,6.799999999999999,5.9,0,0,0,0,0,0.6173611111111111,0
4986,UA,ORD,109,16,2022-03-10 20:58:00,1004,81,16,2022-03-10 19:09:00,-7.3,77,3,804,late,19,5.300000000000001,3.4,2.8,-2,0,0,0,0,0.7979166666666667,0
4987,B6,JFK,81,-11,2022-03-11 10:45:00,1001,64,16,2022-03-11 09:24:00,-3.0,47,16,803,early,9,-7.0,-0.6000000000000001,-5.0,1,0,1,1,0,0.39166666666666666,1
4988,9E,JFK,71,34,2022-03-11 13:41:00,997,60,16,2022-03-11 12:30:00,-4.5,38,16,803,late,12,-5.1,3.6,-2.7,1,1,0,1,0,0.5208333333333334,0
4989,B6,MCO,167,17,2022-03-11 13:58:00,997,59,16,2022-03-11 11:11:00,19.9,63,16,804,late,11,-24.7,-20.599999999999998,-20.900000000000002,0,0,1,0,1,0.46597222222222223,0
4990,OO,ORD,107,-19,2022-03-11 15:27:00,994,51,16,2022-03-11 13:40:00,-10.2,50,16,804,early,13,17.0,9.5,10.0,0,0,0,0,0,0.5694444444444444,0
4991,9E,JFK,80,-18,2022-03-11 16:20:00,993,44,16,2022-03-11 15:00:00,-0.1,54,16,803,early,15,1.4000000000000004,-1.5999999999999999,1.4000000000000004,1,1,0,1,0,0.625,0
4992,OO,ORD,113,-11,2022-03-11 16:42:00,993,45,16,2022-03-11 14:49:00,-8.4,60,16,804,early,14,18.6,7.0,11.7,0,0,0,0,0,0.6173611111111111,0
4993,F9,MCO,166,155,2022-03-11 19:54:00,992,67,16,2022-03-11 17:08:00,16.7,44,16,500,late,17,-26.700000000000003,-17.3,-25.3,304,0,0,0,1,0.7138888888888889,0
4994,UA,ORD,109,-10,2022-03-11 20:58:00,992,73,16,2022-03-11 19:09:00,-15.7,39,16,803,early,19,13.5,16.3,8.9,-303,0,0,0,0,0.7979166666666667,0
4995,B6,JFK,81,54,2022-03-12 10:45:00,988,85,1,2022-03-12 09:24:00,7.3,100,3,500,late,9,-19.8,-14.899999999999999,-12.7,100,0,1,1,0,0.39166666666666666,1
4996,WN,MCO,170,77,2022-03-12 13:10:00,986,62,16,2022-03-12 10:20:00,21.5,81,16,501,late,10,-39.6,-33.2,-30.6,99,0,0,0,1,0.4305555555555556,0
4997,B6,MCO,167,146,2022-03-12 13:58:00,986,65,16,2022-03-12 11:11:00,19.2,89,6,202,late,11,-35.2,-30.299999999999997,-26.700000000000003,398,0,1,0,1,0.46597222222222223,0
4998,9E,JFK,73,22,2022-03-12 14:12:00,985,64,14,2022-03-12 12:59:00,-1.2,88,5,600,late,12,-7.3,-10.3,-6.3999999999999995,0,1,0,1,0,0.5409722222222222,0
4999,OO,ORD,107,-1,2022-03-12 15:27:00,985,55,15,2022-03-12 13:40:00,-17.8,39,16,802,ontime,13,-1.5999999999999996,4.600000000000001,0.5,2,0,0,0,0,0.5694444444444444,0
5000,9E,JFK,80,-18,2022-03-12 16:20:00,985,53,15,2022-03-12 15:00:00,-5.9,65,15,600,early,15,-5.699999999999999,-7.799999999999999,-5.6000000000000005,204,1,0,1,0,0.625,0
5001,F9,MCO,166,84,2022-03-12 19:54:00,988,56,13,2022-03-12 17:08:00,3.1,36,16,802,late,17,-32.4,-17.1,-25.2,2,0,0,0,1,0.7138888888888889,0
5002,UA,ORD,109,12,2022-03-12 20:58:00,989,56,16,2022-03-12 19:09:00,-15.2,48,16,802,late,19,-2.6999999999999993,0.6999999999999993,-1.2000000000000002,2,0,0,0,0,0.7979166666666667,0
5003,9E,JFK,71,-6,2022-03-13 13:41:00,1002,50,16,2022-03-13 12:30:00,-12.0,40,16,804,early,12,-3.8,-0.5,-3.6,-1,1,0,1,0,0.5208333333333334,0
5004,B6,MCO,167,2,2022-03-13 13:58:00,1002,50,16,2022-03-13 11:11:00,2.2,48,16,802,ontime,11,-22.4,-14.399999999999999,-16.2,1,0,1,0,1,0.46597222222222223,0
5005,OO,ORD,107,10,2022-03-13 15:27:00,1001,46,16,2022-03-13 13:40:00,-3.5,48,16,800,late,13,-10.9,-9.0,-9.2,4,0,0,0,0,0.5694444444444444,0
5006,9E,JFK,80,-15,2022-03-13 16:20:00,1001,47,16,2022-03-13 15:00:00,-11.8,37,16,804,early,15,-3.0999999999999996,-0.1999999999999993,-3.5,0,1,0,1,0,0.625,0
5007,9E,JFK,81,-8,2022-03-13 18:10:00,1002,65,16,2022-03-13 16:49:00,-12.3,36,16,804,early,16,-4.4,3.200000000000001,-4.6,0,1,0,1,0,0.7006944444444444,0
5008,UA,ORD,109,-15,2022-03-13 20:58:00,1004,68,14,2022-03-13 19:09:00,-0.8,48,16,803,early,19,-18.299999999999997,-6.5,-11.899999999999999,1,0,0,0,0,0.7979166666666667,0
5009,B6,JFK,81,5,2022-03-14 10:45:00,1011,51,16,2022-03-14 09:24:00,-4.7,44,16,802,ontime,9,-4.3,-1.3999999999999995,-3.7,2,0,1,1,0,0.39166666666666666,1
5010,9E,JFK,71,-7,2022-03-14 13:41:00,1010,46,16,2022-03-14 12:30:00,-3.9,34,16,803,early,12,-7.5,0.19999999999999973,-4.300000000000001,1,1,0,1,0,0.5208333333333334,0
5011,B6,MCO,167,49,2022-03-14 13:58:00,1010,47,16,2022-03-14 11:11:00,10.9,47,16,802,late,11,-18.4,-14.2,-15.600000000000001,2,0,1,0,1,0.46597222222222223,0
5012,9E,JFK,80,-5,2022-03-14 16:20:00,1008,45,16,2022-03-14 15:00:00,-0.9,44,16,804,ontime,15,-1.8000000000000007,-1.4,-1.8000000000000007,0,1,0,1,0,0.625,0
5013,OO,ORD,113,-11,2022-03-14 16:42:00,1007,45,16,2022-03-14 14:49:00,0.6,36,16,804,early,14,-6.299999999999999,-2.6,-6.299999999999999,0,0,0,0,0,0.6173611111111111,0
5014,F9,MCO,166,99,2022-03-14 19:54:00,1007,49,16,2022-03-14 17:08:00,13.3,53,16,803,late,17,-18.5,-16.1,-16.3,1,0,0,0,1,0.7138888888888889,0
5015,UA,ORD,109,-12,2022-03-14 20:58:00,1007,49,16,2022-03-14 19:09:00,1.3,38,16,803,early,19,-10.8,-4.1,-8.399999999999999,1,0,0,0,0,0.7979166666666667,0
5016,B6,JFK,81,-4,2022-03-15 10:45:00,1009,73,16,2022-03-15 09:24:00,1.0,57,16,804,ontime,9,-4.7,-0.09999999999999998,-3.7,0,0,1,1,0,0.39166666666666666,1
5017,9E,JFK,71,-9,2022-03-15 13:41:00,1007,64,16,2022-03-15 12:30:00,1.4,47,16,804,early,12,-6.2,-0.7,-5.300000000000001,0,1,0,1,0,0.5208333333333334,0
5018,B6,MCO,167,58,2022-03-15 13:58:00,1007,62,16,2022-03-15 11:11:00,16.7,63,16,804,late,11,-18.5,-16.3,-17.0,0,0,1,0,1,0.46597222222222223,0
5019,MQ,ORD,108,-15,2022-03-15 15:18:00,1006,62,16,2022-03-15 13:30:00,0.7,55,16,800,early,13,-1.5000000000000009,0.30000000000000004,-1.5000000000000009,4,0,0,0,0,0.5625,0
5020,9E,JFK,80,-15,2022-03-15 16:20:00,1005,63,16,2022-03-15 15:00:00,3.1,52,16,804,early,15,-4.999999999999999,-2.0,-4.999999999999999,-304,1,0,1,0,0.625,0
5021,OO,ORD,113,22,2022-03-15 16:42:00,1005,64,16,2022-03-15 14:49:00,0.9,51,16,802,late,14,-3.3,0.09999999999999998,-3.3,2,0,0,0,0,0.6173611111111111,0
5022,UA,ORD,109,-12,2022-03-15 20:58:00,1005,95,10,2022-03-15 19:09:00,0.8,60,16,802,early,19,-5.3999999999999995,2.4000000000000004,-4.199999999999999,2,0,0,0,0,0.7979166666666667,0
5023,B6,JFK,81,10,2022-03-16 10:45:00,1008,91,8,2022-03-16 09:24:00,4.1,51,16,802,late,9,-12.9,-2.3999999999999995,-11.1,2,0,1,1,0,0.39166666666666666,1
5024,9E,JFK,71,6,2022-03-16 13:41:00,1006,66,16,2022-03-16 12:30:00,4.6,47,16,802,late,12,-6.5,-1.1999999999999997,-6.5,1,1,0,1,0,0.5208333333333334,0
5025,B6,MCO,167,-6,2022-03-16 13:58:00,1006,65,16,2022-03-16 11:11:00,19.5,74,16,803,early,11,-14.899999999999999,-15.8,-14.399999999999999,0,0,1,0,1,0.46597222222222223,0
5026,MQ,ORD,108,11,2022-03-16 15:18:00,1004,62,16,2022-03-16 13:30:00,6.3,42,16,803,late,13,-8.0,-2.5999999999999996,-8.900000000000002,-1,0,0,0,0,0.5625,0
5027,9E,JFK,80,-17,2022-03-16 16:20:00,1004,60,16,2022-03-16 15:00:00,5.6,62,16,802,early,15,-1.299999999999999,-1.6999999999999997,-1.299999999999999,0,1,0,1,0,0.625,0
5028,OO,ORD,113,-2,2022-03-16 16:42:00,1004,57,16,2022-03-16 14:49:00,6.5,43,16,804,ontime,14,-6.6,-2.8,-7.499999999999998,-2,0,0,0,0,0.6173611111111111,0
5029,F9,MCO,166,9,2022-03-16 19:54:00,1003,67,16,2022-03-16 17:08:00,21.0,86,16,500,late,17,-15.200000000000001,-17.9,-14.499999999999998,303,0,0,0,1,0.7138888888888889,0
5030,UA,ORD,109,23,2022-03-16 20:58:00,1003,65,16,2022-03-16 19:09:00,6.6,43,16,803,late,19,-9.700000000000001,-3.8999999999999995,-10.499999999999998,1,0,0,0,0,0.7979166666666667,0
5031,B6,JFK,81,-4,2022-03-17 10:45:00,999,45,16,2022-03-17 09:24:00,8.0,95,1,500,ontime,9,6.799999999999999,-4.3,6.799999999999999,303,0,1,1,0,0.39166666666666666,1
5032,9E,JFK,71,-10,2022-03-17 13:41:00,997,40,16,2022-03-17 12:30:00,10.3,92,4,500,early,12,6.4,-6.1000000000000005,6.4,303,1,0,1,0,0.5208333333333334,0
5033,B6,MCO,167,-33,2022-03-17 13:58:00,997,39,16,2022-03-17 11:11:00,14.9,63,16,803,early,11,-3.8999999999999986,-10.8,-4.0,0,0,1,0,1,0.46597222222222223,0
5034,OO,ORD,107,-18,2022-03-17 15:27:00,996,37,16,2022-03-17 13:40:00,7.1,43,16,804,early,13,-1.3999999999999986,-3.1999999999999997,-1.1000000000000014,-1,0,0,0,0,0.5694444444444444,0
5035,9E,JFK,80,-26,2022-03-17 16:20:00,996,36,16,2022-03-17 15:00:00,11.1,93,3,804,early,15,6.300000000000001,-7.0,7.300000000000001,-1,1,0,1,0,0.625,0
5036,OO,ORD,113,-4,2022-03-17 16:42:00,995,36,16,2022-03-17 14:49:00,7.8,38,16,804,ontime,14,-3.3000000000000007,-3.3999999999999995,-2.900000000000002,-1,0,0,0,0,0.6173611111111111,0
5037,UA,ORD,109,24,2022-03-17 20:58:00,997,59,16,2022-03-17 19:09:00,3.7,55,16,803,late,19,0.8000000000000007,1.7999999999999998,0.8000000000000007,-1,0,0,0,0,0.7979166666666667,0
5038,B6,JFK,81,51,2022-03-18 10:45:00,1000,63,16,2022-03-18 09:24:00,10.0,99,0,741,late,9,2.6000000000000014,-4.1,2.6000000000000014,61,0,1,1,0,0.39166666666666666,1
5039,9E,JFK,71,-5,2022-03-18 13:41:00,999,39,16,2022-03-18 12:30:00,10.9,70,14,800,ontime,12,1.4000000000000021,-6.300000000000001,2.400000000000002,3,1,0,1,0,0.5208333333333334,0
5040,B6,MCO,167,91,2022-03-18 13:58:00,999,37,16,2022-03-18 11:11:00,19.2,67,16,802,late,11,-7.800000000000001,-14.899999999999999,-6.400000000000002,1,0,1,0,1,0.46597222222222223,0
5041,OO,ORD,107,0,2022-03-18 15:27:00,998,37,16,2022-03-18 13:40:00,2.1,70,16,804,ontime,13,15.599999999999998,2.3000000000000003,12.2,-2,0,0,0,0,0.5694444444444444,0
5042,9E,JFK,80,-4,2022-03-18 16:20:00,998,38,16,2022-03-18 15:00:00,9.9,73,16,802,ontime,15,3.0,-5.7,4.100000000000001,0,1,0,1,0,0.625,0
5043,F9,MCO,166,3,2022-03-18 19:54:00,997,52,16,2022-03-18 17:08:00,16.6,40,16,802,ontime,17,-18.300000000000004,-12.400000000000002,-18.0,1,0,0,0,1,0.7138888888888889,0
5044,UA,ORD,109,-10,2022-03-18 20:58:00,997,54,16,2022-03-18 19:09:00,2.7,85,11,804,early,19,13.200000000000001,1.5,8.3,-1,0,0,0,0,0.7979166666666667,0
5045,B6,JFK,82,132,2022-03-19 10:52:00,990,64,16,2022-03-19 09:30:00,11.8,100,0,741,late,9,6.099999999999998,-0.8000000000000007,6.099999999999998,62,0,1,1,0,0.3958333333333333,1
5046,WN,MCO,170,-13,2022-03-19 13:10:00,988,54,16,2022-03-19 10:20:00,20.4,76,16,802,early,10,-5.899999999999999,-9.899999999999999,-4.899999999999999,2,0,0,0,1,0.4305555555555556,0
5047,B6,MCO,167,-9,2022-03-19 13:58:00,987,54,16,2022-03-19 11:11:00,20.4,68,16,802,early,11,-8.299999999999997,-9.399999999999999,-6.199999999999999,2,0,1,0,1,0.46597222222222223,0
5048,9E,JFK,73,-15,2022-03-19 14:12:00,987,55,16,2022-03-19 12:59:00,10.5,78,16,804,early,12,5.5,0.5,6.0,0,1,0,1,0,0.5409722222222222,0
5049,OO,ORD,107,22,2022-03-19 15:27:00,987,93,6,2022-03-19 13:40:00,1.9,86,10,804,late,13,13.0,9.799999999999999,8.8,-302,0,0,0,0,0.5694444444444444,0
5050,9E,JFK,80,-4,2022-03-19 16:20:00,987,86,16,2022-03-19 15:00:00,10.4,77,16,804,ontime,15,-0.9000000000000004,0.7999999999999989,-0.9000000000000004,0,1,0,1,0,0.625,0
5051,OO,ORD,113,19,2022-03-19 16:42:00,986,82,16,2022-03-19 14:49:00,1.6,85,10,804,late,14,15.3,10.3,11.0,-1,0,0,0,0,0.6173611111111111,0
5052,F9,MCO,166,28,2022-03-19 19:54:00,989,86,3,2022-03-19 17:08:00,18.0,46,16,804,late,17,-19.6,-8.1,-18.8,-304,0,0,0,1,0.7138888888888889,0
